X,Y,Z,label,scanID
225,133,34,1,019
226,134,34,1,019
225,135,34,1,019
224,138,34,1,019
224,140,34,1,019
225,140,34,1,019
224,143,34,1,019
224,144,34,1,019
224,145,34,1,019
224,146,34,1,019
224,147,34,1,019
227,155,34,1,019
226,156,34,1,019
227,156,34,1,019
227,158,34,1,019
225,124,35,1,019
225,125,35,1,019
225,126,35,1,019
225,128,35,1,019
225,131,35,1,019
225,132,35,1,019
225,136,35,1,019
225,137,35,1,019
224,138,35,1,019
225,138,35,1,019
224,141,35,1,019
225,141,35,1,019
224,143,35,1,019
224,145,35,1,019
226,156,35,1,019
227,156,35,1,019
226,157,35,1,019
227,157,35,1,019
294,159,35,1,019
295,159,35,1,019
313,159,35,1,019
223,160,35,1,019
224,160,35,1,019
294,160,35,1,019
295,160,35,1,019
312,160,35,1,019
223,161,35,1,019
224,161,35,1,019
312,161,35,1,019
303,162,35,1,019
312,163,35,1,019
302,164,35,1,019
311,164,35,1,019
303,165,35,1,019
302,166,35,1,019
302,168,35,1,019
303,169,35,1,019
304,169,35,1,019
102,171,35,1,019
105,171,35,1,019
106,171,35,1,019
108,171,35,1,019
110,171,35,1,019
112,171,35,1,019
100,172,35,1,019
101,172,35,1,019
115,172,35,1,019
304,173,35,1,019
306,176,35,1,019
306,179,35,1,019
308,179,35,1,019
307,181,35,1,019
308,181,35,1,019
307,183,35,1,019
308,184,35,1,019
213,271,35,1,019
208,272,35,1,019
213,273,35,1,019
207,274,35,1,019
212,274,35,1,019
207,276,35,1,019
212,276,35,1,019
206,277,35,1,019
211,277,35,1,019
205,280,35,1,019
211,280,35,1,019
211,282,35,1,019
204,283,35,1,019
204,285,35,1,019
211,285,35,1,019
204,286,35,1,019
211,286,35,1,019
203,287,35,1,019
203,288,35,1,019
210,288,35,1,019
211,290,35,1,019
225,121,36,1,019
225,123,36,1,019
225,127,36,1,019
225,128,36,1,019
224,131,36,1,019
225,133,36,1,019
225,134,36,1,019
225,136,36,1,019
323,138,36,1,019
224,139,36,1,019
225,140,36,1,019
322,140,36,1,019
224,141,36,1,019
322,141,36,1,019
321,142,36,1,019
321,144,36,1,019
321,145,36,1,019
320,146,36,1,019
320,148,36,1,019
320,149,36,1,019
319,150,36,1,019
320,152,36,1,019
312,160,36,1,019
312,162,36,1,019
311,163,36,1,019
312,164,36,1,019
115,165,36,1,019
118,165,36,1,019
120,165,36,1,019
121,165,36,1,019
122,165,36,1,019
124,165,36,1,019
126,165,36,1,019
107,166,36,1,019
110,166,36,1,019
112,166,36,1,019
114,166,36,1,019
128,166,36,1,019
129,167,36,1,019
130,168,36,1,019
131,169,36,1,019
107,170,36,1,019
102,171,36,1,019
105,171,36,1,019
111,171,36,1,019
112,171,36,1,019
114,171,36,1,019
100,172,36,1,019
109,172,36,1,019
115,172,36,1,019
117,172,36,1,019
313,172,36,1,019
305,173,36,1,019
314,174,36,1,019
306,176,36,1,019
307,176,36,1,019
315,176,36,1,019
316,177,36,1,019
307,178,36,1,019
308,179,36,1,019
317,179,36,1,019
307,180,36,1,019
309,180,36,1,019
307,181,36,1,019
308,181,36,1,019
311,181,36,1,019
312,181,36,1,019
318,181,36,1,019
313,183,36,1,019
319,183,36,1,019
307,184,36,1,019
314,184,36,1,019
308,185,36,1,019
308,187,36,1,019
308,188,36,1,019
308,191,36,1,019
208,268,36,1,019
209,269,36,1,019
208,271,36,1,019
208,272,36,1,019
207,273,36,1,019
207,275,36,1,019
206,276,36,1,019
211,277,36,1,019
205,278,36,1,019
211,278,36,1,019
204,280,36,1,019
211,280,36,1,019
204,281,36,1,019
210,282,36,1,019
204,283,36,1,019
210,284,36,1,019
204,285,36,1,019
256,285,36,1,019
257,285,36,1,019
258,285,36,1,019
259,285,36,1,019
210,286,36,1,019
256,286,36,1,019
259,286,36,1,019
260,286,36,1,019
260,287,36,1,019
256,288,36,1,019
261,288,36,1,019
257,290,36,1,019
258,291,36,1,019
259,292,36,1,019
260,293,36,1,019
260,295,36,1,019
225,118,37,1,019
227,118,37,1,019
225,120,37,1,019
225,121,37,1,019
226,122,37,1,019
225,123,37,1,019
225,125,37,1,019
224,128,37,1,019
225,130,37,1,019
225,132,37,1,019
230,132,37,1,019
224,133,37,1,019
225,133,37,1,019
230,133,37,1,019
225,135,37,1,019
230,135,37,1,019
230,136,37,1,019
225,138,37,1,019
226,156,37,1,019
227,156,37,1,019
226,158,37,1,019
227,158,37,1,019
312,160,37,1,019
223,161,37,1,019
223,162,37,1,019
224,162,37,1,019
312,162,37,1,019
311,163,37,1,019
118,164,37,1,019
125,164,37,1,019
312,164,37,1,019
114,165,37,1,019
115,165,37,1,019
116,165,37,1,019
118,165,37,1,019
120,165,37,1,019
121,165,37,1,019
123,165,37,1,019
126,165,37,1,019
128,165,37,1,019
128,166,37,1,019
311,166,37,1,019
129,167,37,1,019
312,169,37,1,019
304,170,37,1,019
313,171,37,1,019
305,172,37,1,019
305,173,37,1,019
314,174,37,1,019
306,175,37,1,019
306,176,37,1,019
316,177,37,1,019
307,179,37,1,019
317,180,37,1,019
307,181,37,1,019
310,181,37,1,019
312,181,37,1,019
310,182,37,1,019
312,183,37,1,019
314,183,37,1,019
319,183,37,1,019
313,184,37,1,019
315,184,37,1,019
314,185,37,1,019
320,185,37,1,019
316,186,37,1,019
271,187,37,1,019
272,188,37,1,019
273,189,37,1,019
274,190,37,1,019
275,190,37,1,019
276,191,37,1,019
277,191,37,1,019
247,243,37,1,019
246,245,37,1,019
245,247,37,1,019
246,249,37,1,019
245,250,37,1,019
243,253,37,1,019
241,255,37,1,019
242,255,37,1,019
240,257,37,1,019
239,260,37,1,019
240,260,37,1,019
239,261,37,1,019
240,261,37,1,019
239,263,37,1,019
239,265,37,1,019
240,266,37,1,019
242,268,37,1,019
241,269,37,1,019
242,271,37,1,019
243,271,37,1,019
243,272,37,1,019
245,273,37,1,019
246,273,37,1,019
248,275,37,1,019
250,275,37,1,019
250,276,37,1,019
251,277,37,1,019
252,278,37,1,019
254,280,37,1,019
255,280,37,1,019
256,282,37,1,019
257,283,37,1,019
258,285,37,1,019
259,285,37,1,019
259,286,37,1,019
260,286,37,1,019
262,288,37,1,019
262,291,37,1,019
263,292,37,1,019
263,295,37,1,019
263,298,37,1,019
320,130,38,1,019
319,131,38,1,019
319,133,38,1,019
318,135,38,1,019
318,137,38,1,019
318,138,38,1,019
318,141,38,1,019
318,144,38,1,019
318,146,38,1,019
317,148,38,1,019
317,150,38,1,019
316,151,38,1,019
314,152,38,1,019
311,153,38,1,019
313,153,38,1,019
311,164,38,1,019
312,166,38,1,019
312,168,38,1,019
312,169,38,1,019
306,170,38,1,019
306,171,38,1,019
313,171,38,1,019
118,173,38,1,019
306,173,38,1,019
314,173,38,1,019
120,174,38,1,019
307,174,38,1,019
122,176,38,1,019
307,176,38,1,019
123,177,38,1,019
307,178,38,1,019
124,179,38,1,019
125,180,38,1,019
308,181,38,1,019
312,182,38,1,019
126,183,38,1,019
308,183,38,1,019
313,183,38,1,019
126,184,38,1,019
308,184,38,1,019
314,184,38,1,019
308,186,38,1,019
316,186,38,1,019
308,187,38,1,019
316,187,38,1,019
317,189,38,1,019
241,255,38,1,019
240,258,38,1,019
239,260,38,1,019
240,260,38,1,019
240,262,38,1,019
240,263,38,1,019
239,264,38,1,019
240,264,38,1,019
240,268,38,1,019
241,268,38,1,019
241,270,38,1,019
242,271,38,1,019
244,273,38,1,019
247,273,38,1,019
248,275,38,1,019
250,276,38,1,019
252,278,38,1,019
254,279,38,1,019
255,281,38,1,019
256,281,38,1,019
257,283,38,1,019
258,283,38,1,019
259,285,38,1,019
261,288,38,1,019
184,289,38,1,019
186,289,38,1,019
189,289,38,1,019
191,289,38,1,019
194,289,38,1,019
197,289,38,1,019
198,289,38,1,019
262,289,38,1,019
182,290,38,1,019
180,291,38,1,019
178,292,38,1,019
262,292,38,1,019
263,292,38,1,019
178,294,38,1,019
263,294,38,1,019
177,295,38,1,019
263,296,38,1,019
177,297,38,1,019
262,298,38,1,019
178,299,38,1,019
179,300,38,1,019
262,300,38,1,019
181,301,38,1,019
260,301,38,1,019
260,302,38,1,019
260,304,38,1,019
260,305,38,1,019
230,126,39,1,019
230,128,39,1,019
230,130,39,1,019
230,132,39,1,019
230,135,39,1,019
230,136,39,1,019
319,137,39,1,019
231,139,39,1,019
319,139,39,1,019
231,140,39,1,019
319,141,39,1,019
318,143,39,1,019
318,145,39,1,019
318,147,39,1,019
317,148,39,1,019
316,151,39,1,019
301,153,39,1,019
314,153,39,1,019
303,154,39,1,019
310,154,39,1,019
312,154,39,1,019
304,155,39,1,019
306,155,39,1,019
308,155,39,1,019
295,157,39,1,019
296,157,39,1,019
296,159,39,1,019
297,160,39,1,019
298,161,39,1,019
301,162,39,1,019
183,289,39,1,019
184,289,39,1,019
186,289,39,1,019
187,289,39,1,019
189,289,39,1,019
191,289,39,1,019
193,289,39,1,019
194,289,39,1,019
181,290,39,1,019
182,290,39,1,019
179,291,39,1,019
178,292,39,1,019
263,293,39,1,019
178,294,39,1,019
263,295,39,1,019
177,296,39,1,019
262,296,39,1,019
263,297,39,1,019
178,298,39,1,019
261,298,39,1,019
262,298,39,1,019
179,299,39,1,019
261,299,39,1,019
262,299,39,1,019
180,300,39,1,019
188,300,39,1,019
190,300,39,1,019
261,300,39,1,019
181,301,39,1,019
184,301,39,1,019
186,301,39,1,019
260,301,39,1,019
261,301,39,1,019
260,303,39,1,019
259,304,39,1,019
260,304,39,1,019
259,305,39,1,019
259,306,39,1,019
257,308,39,1,019
258,308,39,1,019
253,309,39,1,019
255,309,39,1,019
247,100,40,1,019
247,101,40,1,019
245,103,40,1,019
246,104,40,1,019
232,105,40,1,019
234,105,40,1,019
235,106,40,1,019
232,107,40,1,019
237,107,40,1,019
244,107,40,1,019
230,108,40,1,019
237,109,40,1,019
238,109,40,1,019
240,109,40,1,019
242,109,40,1,019
230,110,40,1,019
229,113,40,1,019
229,115,40,1,019
229,116,40,1,019
229,120,40,1,019
229,121,40,1,019
229,123,40,1,019
230,123,40,1,019
230,127,40,1,019
230,128,40,1,019
230,130,40,1,019
318,142,40,1,019
318,143,40,1,019
318,145,40,1,019
318,147,40,1,019
317,148,40,1,019
315,151,40,1,019
299,153,40,1,019
301,153,40,1,019
313,153,40,1,019
302,154,40,1,019
303,154,40,1,019
305,155,40,1,019
308,155,40,1,019
309,155,40,1,019
311,155,40,1,019
296,158,40,1,019
297,159,40,1,019
298,161,40,1,019
298,162,40,1,019
299,162,40,1,019
301,163,40,1,019
303,163,40,1,019
298,164,40,1,019
301,164,40,1,019
303,165,40,1,019
187,288,40,1,019
188,288,40,1,019
184,289,40,1,019
186,289,40,1,019
189,289,40,1,019
190,289,40,1,019
191,289,40,1,019
192,289,40,1,019
182,290,40,1,019
179,292,40,1,019
178,294,40,1,019
177,295,40,1,019
177,298,40,1,019
192,298,40,1,019
194,298,40,1,019
178,299,40,1,019
190,299,40,1,019
181,300,40,1,019
183,300,40,1,019
187,300,40,1,019
185,301,40,1,019
233,102,41,1,019
233,105,41,1,019
232,106,41,1,019
232,108,41,1,019
230,110,41,1,019
230,112,41,1,019
229,114,41,1,019
229,117,41,1,019
229,118,41,1,019
229,120,41,1,019
230,122,41,1,019
229,123,41,1,019
230,125,41,1,019
230,127,41,1,019
298,152,41,1,019
299,153,41,1,019
301,153,41,1,019
303,154,41,1,019
297,160,41,1,019
298,162,41,1,019
299,164,41,1,019
303,164,41,1,019
301,165,41,1,019
303,165,41,1,019
307,165,41,1,019
305,166,41,1,019
309,172,41,1,019
310,174,41,1,019
311,174,41,1,019
312,176,41,1,019
313,177,41,1,019
309,184,41,1,019
309,186,41,1,019
310,187,41,1,019
309,188,41,1,019
309,189,41,1,019
310,190,41,1,019
310,191,41,1,019
317,192,41,1,019
318,192,41,1,019
318,193,41,1,019
317,194,41,1,019
318,194,41,1,019
318,195,41,1,019
317,196,41,1,019
318,197,41,1,019
318,198,41,1,019
318,199,41,1,019
234,247,41,1,019
235,248,41,1,019
236,250,41,1,019
237,251,41,1,019
237,253,41,1,019
238,254,41,1,019
238,256,41,1,019
240,258,41,1,019
242,259,41,1,019
250,297,41,1,019
252,298,41,1,019
251,299,41,1,019
254,299,41,1,019
255,299,41,1,019
257,299,41,1,019
258,299,41,1,019
260,299,41,1,019
253,300,41,1,019
254,300,41,1,019
252,301,41,1,019
250,302,41,1,019
250,303,41,1,019
250,305,41,1,019
250,307,41,1,019
251,309,41,1,019
251,311,41,1,019
234,247,42,1,019
235,248,42,1,019
236,249,42,1,019
237,251,42,1,019
238,254,42,1,019
238,255,42,1,019
239,257,42,1,019
241,259,42,1,019
243,294,42,1,019
245,294,42,1,019
247,294,42,1,019
249,295,42,1,019
250,296,42,1,019
251,297,42,1,019
253,298,42,1,019
254,299,42,1,019
255,299,42,1,019
257,299,42,1,019
258,299,42,1,019
252,300,42,1,019
253,300,42,1,019
251,302,42,1,019
250,304,42,1,019
250,305,42,1,019
250,307,42,1,019
251,308,42,1,019
251,311,42,1,019
252,312,42,1,019
148,155,43,1,019
144,156,43,1,019
146,156,43,1,019
144,158,43,1,019
141,159,43,1,019
143,159,43,1,019
140,161,43,1,019
141,161,43,1,019
136,173,43,1,019
137,174,43,1,019
138,175,43,1,019
139,176,43,1,019
140,177,43,1,019
134,183,43,1,019
134,184,43,1,019
134,185,43,1,019
93,188,43,1,019
95,188,43,1,019
96,188,43,1,019
135,188,43,1,019
98,189,43,1,019
101,190,43,1,019
102,191,43,1,019
135,191,43,1,019
104,192,43,1,019
135,193,43,1,019
124,194,43,1,019
135,194,43,1,019
121,195,43,1,019
123,195,43,1,019
118,196,43,1,019
116,197,43,1,019
118,197,43,1,019
116,198,43,1,019
115,199,43,1,019
242,293,43,1,019
243,293,43,1,019
245,293,43,1,019
241,294,43,1,019
247,294,43,1,019
248,294,43,1,019
249,295,43,1,019
250,296,43,1,019
251,297,43,1,019
110,157,44,1,019
112,157,44,1,019
113,158,44,1,019
115,159,44,1,019
116,160,44,1,019
118,162,44,1,019
120,164,44,1,019
91,187,44,1,019
93,188,44,1,019
95,188,44,1,019
97,188,44,1,019
98,189,44,1,019
100,189,44,1,019
99,190,44,1,019
102,190,44,1,019
103,191,44,1,019
105,191,44,1,019
104,192,44,1,019
107,192,44,1,019
107,193,44,1,019
109,193,44,1,019
110,194,44,1,019
117,196,44,1,019
119,196,44,1,019
116,197,44,1,019
117,197,44,1,019
115,198,44,1,019
115,199,44,1,019
113,200,44,1,019
112,201,44,1,019
112,202,44,1,019
111,204,44,1,019
239,311,44,1,019
240,311,44,1,019
238,312,44,1,019
236,313,44,1,019
237,313,44,1,019
235,314,44,1,019
234,316,44,1,019
234,318,44,1,019
236,321,44,1,019
237,322,44,1,019
238,323,44,1,019
239,324,44,1,019
239,325,44,1,019
229,134,45,1,019
230,135,45,1,019
229,136,45,1,019
231,136,45,1,019
229,137,45,1,019
229,138,45,1,019
230,138,45,1,019
232,138,45,1,019
227,139,45,1,019
231,140,45,1,019
227,141,45,1,019
232,141,45,1,019
228,143,45,1,019
232,143,45,1,019
227,144,45,1,019
232,144,45,1,019
228,145,45,1,019
232,146,45,1,019
228,147,45,1,019
232,148,45,1,019
229,149,45,1,019
229,150,45,1,019
229,152,45,1,019
229,153,45,1,019
228,155,45,1,019
105,156,45,1,019
107,156,45,1,019
110,156,45,1,019
228,157,45,1,019
112,158,45,1,019
114,159,45,1,019
117,161,45,1,019
118,162,45,1,019
118,163,45,1,019
120,164,45,1,019
120,165,45,1,019
122,165,45,1,019
125,167,45,1,019
126,168,45,1,019
131,168,45,1,019
107,193,45,1,019
110,194,45,1,019
111,195,45,1,019
114,196,45,1,019
115,197,45,1,019
117,197,45,1,019
114,199,45,1,019
112,201,45,1,019
111,202,45,1,019
111,204,45,1,019
110,206,45,1,019
109,208,45,1,019
109,211,45,1,019
92,215,45,1,019
94,215,45,1,019
96,215,45,1,019
92,216,45,1,019
97,216,45,1,019
98,217,45,1,019
100,217,45,1,019
102,217,45,1,019
104,155,46,1,019
101,156,46,1,019
102,156,46,1,019
105,156,46,1,019
108,156,46,1,019
109,156,46,1,019
110,156,46,1,019
111,157,46,1,019
112,157,46,1,019
114,158,46,1,019
116,159,46,1,019
116,160,46,1,019
118,162,46,1,019
121,165,46,1,019
124,167,46,1,019
125,167,46,1,019
126,167,46,1,019
135,167,46,1,019
136,167,46,1,019
127,168,46,1,019
129,168,46,1,019
131,168,46,1,019
133,168,46,1,019
113,195,46,1,019
114,195,46,1,019
115,196,46,1,019
117,196,46,1,019
118,198,46,1,019
120,198,46,1,019
113,199,46,1,019
122,200,46,1,019
96,201,46,1,019
113,201,46,1,019
97,202,46,1,019
98,202,46,1,019
111,202,46,1,019
100,203,46,1,019
101,203,46,1,019
103,203,46,1,019
106,203,46,1,019
108,203,46,1,019
111,204,46,1,019
110,207,46,1,019
110,208,46,1,019
109,210,46,1,019
109,212,46,1,019
108,213,46,1,019
108,214,46,1,019
92,215,46,1,019
95,215,46,1,019
107,215,46,1,019
97,216,46,1,019
98,216,46,1,019
100,216,46,1,019
105,216,46,1,019
102,217,46,1,019
103,217,46,1,019
101,156,47,1,019
102,156,47,1,019
103,156,47,1,019
104,156,47,1,019
100,157,47,1,019
101,157,47,1,019
138,165,47,1,019
139,165,47,1,019
137,166,47,1,019
134,167,47,1,019
136,167,47,1,019
127,168,47,1,019
129,168,47,1,019
131,168,47,1,019
133,168,47,1,019
134,168,47,1,019
128,169,47,1,019
130,169,47,1,019
118,197,47,1,019
119,198,47,1,019
121,199,47,1,019
123,201,47,1,019
125,201,47,1,019
126,201,47,1,019
110,206,47,1,019
109,209,47,1,019
109,211,47,1,019
108,212,47,1,019
107,214,47,1,019
107,215,47,1,019
106,216,47,1,019
101,217,47,1,019
102,217,47,1,019
103,217,47,1,019
105,217,47,1,019
143,161,48,1,019
142,162,48,1,019
141,163,48,1,019
140,164,48,1,019
138,165,48,1,019
140,165,48,1,019
137,166,48,1,019
134,167,48,1,019
135,167,48,1,019
92,218,48,1,019
92,220,48,1,019
93,221,48,1,019
94,223,48,1,019
95,224,48,1,019
97,225,48,1,019
98,227,48,1,019
99,228,48,1,019
100,229,48,1,019
101,231,48,1,019
101,232,48,1,019
324,167,50,1,019
325,167,50,1,019
322,168,50,1,019
324,168,50,1,019
326,168,50,1,019
327,168,50,1,019
329,168,50,1,019
321,169,50,1,019
331,169,50,1,019
332,169,50,1,019
318,170,50,1,019
319,170,50,1,019
330,170,50,1,019
317,171,50,1,019
318,171,50,1,019
332,171,50,1,019
333,171,50,1,019
334,173,50,1,019
335,174,50,1,019
220,293,50,1,019
220,294,50,1,019
221,296,50,1,019
221,298,50,1,019
222,301,50,1,019
223,302,50,1,019
224,303,50,1,019
225,303,50,1,019
227,305,50,1,019
228,305,50,1,019
230,305,50,1,019
325,167,51,1,019
322,168,51,1,019
324,168,51,1,019
327,168,51,1,019
328,168,51,1,019
321,169,51,1,019
331,169,51,1,019
320,170,51,1,019
318,171,51,1,019
332,171,51,1,019
333,172,51,1,019
334,172,51,1,019
316,173,51,1,019
335,173,51,1,019
335,176,51,1,019
337,176,51,1,019
336,178,51,1,019
299,161,52,1,019
299,163,52,1,019
299,164,52,1,019
299,166,52,1,019
299,167,52,1,019
299,168,52,1,019
301,169,52,1,019
303,169,52,1,019
304,169,52,1,019
321,169,52,1,019
305,170,52,1,019
308,170,52,1,019
309,170,52,1,019
319,170,52,1,019
306,171,52,1,019
308,171,52,1,019
309,171,52,1,019
318,171,52,1,019
317,172,52,1,019
316,173,52,1,019
314,174,52,1,019
313,175,52,1,019
300,158,53,1,019
300,159,53,1,019
299,161,53,1,019
299,164,53,1,019
299,166,53,1,019
299,168,53,1,019
301,168,53,1,019
297,169,53,1,019
301,169,53,1,019
303,169,53,1,019
296,170,53,1,019
304,170,53,1,019
306,170,53,1,019
308,170,53,1,019
220,67,54,1,019
217,68,54,1,019
215,69,54,1,019
214,70,54,1,019
212,71,54,1,019
210,73,54,1,019
210,75,54,1,019
209,76,54,1,019
209,78,54,1,019
209,80,54,1,019
210,82,54,1,019
223,83,54,1,019
223,84,54,1,019
223,85,54,1,019
305,85,54,1,019
306,85,54,1,019
224,86,54,1,019
308,86,54,1,019
310,87,54,1,019
224,88,54,1,019
311,89,54,1,019
312,89,54,1,019
225,90,54,1,019
313,90,54,1,019
313,91,54,1,019
225,92,54,1,019
314,92,54,1,019
225,93,54,1,019
315,93,54,1,019
316,94,54,1,019
225,95,54,1,019
225,97,54,1,019
224,98,54,1,019
224,99,54,1,019
223,100,54,1,019
292,139,54,1,019
293,140,54,1,019
294,142,54,1,019
296,143,54,1,019
298,144,54,1,019
299,145,54,1,019
301,146,54,1,019
302,146,54,1,019
300,157,54,1,019
300,158,54,1,019
300,159,54,1,019
299,161,54,1,019
299,162,54,1,019
299,164,54,1,019
299,167,54,1,019
299,168,54,1,019
297,169,54,1,019
298,169,54,1,019
296,170,54,1,019
295,171,54,1,019
343,194,54,1,019
339,195,54,1,019
344,195,54,1,019
338,196,54,1,019
341,196,54,1,019
342,196,54,1,019
337,197,54,1,019
346,197,54,1,019
347,198,54,1,019
349,198,54,1,019
332,199,54,1,019
334,199,54,1,019
349,199,54,1,019
349,200,54,1,019
324,201,54,1,019
327,201,54,1,019
329,201,54,1,019
321,202,54,1,019
322,202,54,1,019
324,202,54,1,019
317,204,54,1,019
319,204,54,1,019
314,206,54,1,019
313,209,54,1,019
313,211,54,1,019
314,212,54,1,019
145,230,54,1,019
146,231,54,1,019
147,232,54,1,019
148,233,54,1,019
148,234,54,1,019
142,235,54,1,019
143,235,54,1,019
149,235,54,1,019
138,236,54,1,019
141,236,54,1,019
140,237,54,1,019
150,237,54,1,019
138,238,54,1,019
151,238,54,1,019
151,239,54,1,019
332,284,54,1,019
333,284,54,1,019
334,284,54,1,019
336,284,54,1,019
329,285,54,1,019
331,285,54,1,019
328,286,54,1,019
327,288,54,1,019
326,289,54,1,019
326,291,54,1,019
326,292,54,1,019
344,193,55,1,019
345,193,55,1,019
342,194,55,1,019
346,194,55,1,019
339,195,55,1,019
344,196,55,1,019
346,196,55,1,019
336,197,55,1,019
347,197,55,1,019
348,197,55,1,019
334,198,55,1,019
347,198,55,1,019
334,199,55,1,019
348,199,55,1,019
349,199,55,1,019
349,201,55,1,019
350,203,55,1,019
349,205,55,1,019
350,206,55,1,019
349,207,55,1,019
347,208,55,1,019
347,210,55,1,019
345,211,55,1,019
346,212,55,1,019
343,214,55,1,019
341,217,55,1,019
342,217,55,1,019
341,219,55,1,019
341,220,55,1,019
339,283,55,1,019
341,283,55,1,019
334,284,55,1,019
336,284,55,1,019
331,285,55,1,019
329,286,55,1,019
327,287,55,1,019
326,290,55,1,019
326,291,55,1,019
326,293,55,1,019
326,295,55,1,019
326,296,55,1,019
326,297,55,1,019
327,299,55,1,019
328,300,55,1,019
342,193,56,1,019
344,193,56,1,019
346,193,56,1,019
341,194,56,1,019
346,194,56,1,019
347,194,56,1,019
348,195,56,1,019
338,196,56,1,019
339,196,56,1,019
341,196,56,1,019
349,196,56,1,019
350,197,56,1,019
348,198,56,1,019
350,199,56,1,019
350,200,56,1,019
349,202,56,1,019
349,203,56,1,019
350,204,56,1,019
348,207,56,1,019
349,207,56,1,019
347,208,56,1,019
347,210,56,1,019
345,211,56,1,019
346,211,56,1,019
347,211,56,1,019
346,212,56,1,019
344,213,56,1,019
343,214,56,1,019
345,214,56,1,019
343,215,56,1,019
342,217,56,1,019
151,237,56,1,019
152,239,56,1,019
152,241,56,1,019
153,242,56,1,019
152,244,56,1,019
153,244,56,1,019
153,246,56,1,019
152,247,56,1,019
150,248,56,1,019
151,248,56,1,019
151,249,56,1,019
148,250,56,1,019
150,250,56,1,019
146,252,56,1,019
148,252,56,1,019
145,253,56,1,019
346,194,57,1,019
348,195,57,1,019
348,196,57,1,019
351,197,57,1,019
350,198,57,1,019
351,199,57,1,019
350,201,57,1,019
351,202,57,1,019
349,203,57,1,019
350,203,57,1,019
349,204,57,1,019
349,206,57,1,019
349,208,57,1,019
347,210,57,1,019
345,211,57,1,019
345,213,57,1,019
347,213,57,1,019
342,214,57,1,019
344,214,57,1,019
152,241,57,1,019
153,241,57,1,019
154,242,57,1,019
152,243,57,1,019
154,243,57,1,019
152,244,57,1,019
152,246,57,1,019
153,246,57,1,019
152,247,57,1,019
151,248,57,1,019
150,249,57,1,019
149,250,57,1,019
148,251,57,1,019
146,252,57,1,019
145,253,57,1,019
142,254,57,1,019
144,254,57,1,019
137,302,63,1,019
124,303,63,1,019
126,303,63,1,019
137,303,63,1,019
123,304,63,1,019
122,305,63,1,019
134,305,63,1,019
136,305,63,1,019
120,306,63,1,019
133,306,63,1,019
119,307,63,1,019
127,307,63,1,019
129,307,63,1,019
130,307,63,1,019
131,307,63,1,019
115,308,63,1,019
117,308,63,1,019
118,308,63,1,019
126,308,63,1,019
113,309,63,1,019
115,309,63,1,019
314,271,64,1,019
315,271,64,1,019
313,272,64,1,019
315,272,64,1,019
317,273,64,1,019
319,274,64,1,019
321,275,64,1,019
323,276,64,1,019
324,277,64,1,019
324,278,64,1,019
326,278,64,1,019
326,279,64,1,019
327,280,64,1,019
329,280,64,1,019
328,281,64,1,019
329,281,64,1,019
133,299,64,1,019
130,300,64,1,019
132,300,64,1,019
128,301,64,1,019
130,301,64,1,019
137,301,64,1,019
127,302,64,1,019
137,302,64,1,019
125,303,64,1,019
126,303,64,1,019
137,303,64,1,019
124,304,64,1,019
121,305,64,1,019
123,305,64,1,019
135,305,64,1,019
120,306,64,1,019
133,306,64,1,019
128,307,64,1,019
129,307,64,1,019
131,307,64,1,019
118,308,64,1,019
124,308,64,1,019
125,308,64,1,019
127,308,64,1,019
213,76,72,1,019
215,76,72,1,019
213,77,72,1,019
216,77,72,1,019
212,79,72,1,019
211,80,72,1,019
211,82,72,1,019
211,83,72,1,019
211,85,72,1,019
211,87,72,1,019
211,88,72,1,019
212,89,72,1,019
214,91,72,1,019
215,92,72,1,019
216,93,72,1,019
218,93,72,1,019
219,93,72,1,019
295,308,74,1,019
297,308,74,1,019
298,308,74,1,019
300,308,74,1,019
301,308,74,1,019
303,308,74,1,019
305,308,74,1,019
294,309,74,1,019
307,309,74,1,019
293,311,74,1,019
292,312,74,1,019
292,314,74,1,019
291,315,74,1,019
291,316,74,1,019
292,316,74,1,019
292,317,74,1,019
292,318,74,1,019
224,90,75,1,019
225,92,75,1,019
224,94,75,1,019
225,96,75,1,019
225,98,75,1,019
225,101,75,1,019
226,103,75,1,019
227,103,75,1,019
228,105,75,1,019
229,105,75,1,019
230,105,75,1,019
232,107,75,1,019
233,108,75,1,019
234,109,75,1,019
236,109,75,1,019
225,86,76,1,019
224,89,76,1,019
225,89,76,1,019
224,91,76,1,019
225,95,76,1,019
225,96,76,1,019
225,99,76,1,019
226,101,76,1,019
227,103,76,1,019
230,107,76,1,019
232,107,76,1,019
232,108,76,1,019
234,108,76,1,019
235,109,76,1,019
133,159,77,1,019
134,159,77,1,019
135,159,77,1,019
130,160,77,1,019
135,160,77,1,019
129,161,77,1,019
136,161,77,1,019
137,161,77,1,019
137,164,77,1,019
137,166,77,1,019
221,132,78,1,019
220,133,78,1,019
225,133,78,1,019
226,133,78,1,019
219,134,78,1,019
226,134,78,1,019
218,135,78,1,019
225,135,78,1,019
217,136,78,1,019
225,136,78,1,019
226,136,78,1,019
225,137,78,1,019
225,138,78,1,019
226,139,78,1,019
225,136,80,1,019
215,138,80,1,019
214,139,80,1,019
225,139,80,1,019
215,140,80,1,019
225,140,80,1,019
226,140,80,1,019
214,141,80,1,019
226,141,80,1,019
225,142,80,1,019
214,143,80,1,019
226,143,80,1,019
115,270,81,1,019
116,270,81,1,019
